tweet_id,manual score,machine score,sentiment_score,text,date,language,favorite_count,month
1.24E+18,0,0,0,RT @A_Men12: Somebody check on this mans cte,Thu Mar 19 19:52:16 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.2,RT @MissjowilsonJo: @jet2tweets I’ve been admiring how you are dealing with customers since this whole corona virus started. However today…,Thu Mar 19 19:52:16 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.566666667,RT @askjillian: Disgusting. But let’s clutch our pearls bc @RickWilson’s riff on #bebest These ppl are actively killing Americans.,Thu Mar 19 19:52:16 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @mitchellreports: Photo of @realDonaldTrump briefing papers from today shows ""corona"" crossed out and ""Chinese"" written in his sharpie h…",Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.35,RT @pattonoswalt: this incompetent racist asshole,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.1,"My 87 year old stepmom was admitted to Memorial Hospital Belleville,Illinois last night with a fever and coughing and she said they wouldn’t test her for the Corona Virus because she hasn’t traveled. Had talked with her day prior nothing. What the hell is wrong with this her age.",Thu Mar 19 19:52:17 +0000 2020,en,1,Mar 
1.24E+18,0,0,0,I literally just said this lmaoooo https://t.co/71gAp5t3m4,Thu Mar 19 19:52:17 +0000 2020,en,1,Mar 
1.24E+18,-1,-1,-0.5,RT @goodbeanaltalt: holy shit I hate every person in this video,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @AndersFoghR: We must bring Taiwan fully into the @WHO now.   To date, Taiwan has around 100 cases of #COVID2019 despite its proximity t…",Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.041666667,"RT @Shehzad_Ind: Lakhs of daily wagers - domestic help, carpenters,cleaners, plumbers,spot boys on sets,etc will lose livelihood due to soc…",Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @joncoopertweets: “If I get corona, I get corona,” said one Ohio student on spring break in Florida. “At the end of the day, I’m not gon…",Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @ChronicleKano: Kano State Emergency contacts in case of suspected Corona Virus Outbreak:  Dr. Imam Wada Bello 08050303343  Dr Bashir La…,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.05,"RT @RedTRaccoon: You can no longer defend this.  Make up any excuse or reasoning you want, it's intentional and it's racist. https://t.co/M…",Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.136363636,RT @yagirlren: BREAKING‼️‼️‼️ a new symptom of the corona virus was just discovered. It’s called PJP which translates to Phat. Juicy. Pussy…,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @Parkour_Lewis: Whatever you say Corona Sandiego,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.352857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,-1,1,0.0875,A 34 year old from Pasadena is the first person to die from Corona after visiting @Disneyland in Florida.   Shame on Disneyland for not closing sooner. Smh. They should’ve known something like this would happen with the recent measles outbreak that happened in Anaheim recently.,Thu Mar 19 19:52:17 +0000 2020,en,1,Mar 
1.24E+18,0,0,0,RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.416666667,RT @iam_erhnehst: Everything was fine in the world until Liverpool decided to take the premier league title 😩💔😂 Kobe died😩 World war 3 Coro…,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MiracleShadrack: My hand after washing it 20 times today 😣😣   Look at what corona has cause😷😭😭   Bomboclaat https://t.co/zToIS…,Thu Mar 19 19:52:17 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @dibindots: smoke break? unless you got corona stay backkkkk,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"@JahmalUsen What's the problem? What are you going through?  You can talk to me.  You can't commit suicide in this corona virus era, don't try to run away.",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.4,this quarantine has kicked my depression up a couple notches thanks to my work and routine being void now and im effectively avoiding my phone now bc everyone is nuts sending corona stuff. dont blame them but christ the anxiety is driving me up the wall,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.5,RT @LetsWeeb: Weebs be sitting at home tweeting about the corona but watch anime on illegal sites. Mfs worried about the wrong virus,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.7,"RT @PatPenn2: 🚨Bill Hemmer,on Fox,just had a Doctor on that said Corona can be stopped within 2 weeks with Chloroquine.Hemmer was shocked &amp;…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.357142857,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @bIondiewasabi: this man’s piss could stop corona,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.352857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.352857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.0625,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.166666667,Aha. Knew it. Another hidden family issue will be an explosion of credit card debt. https://t.co/9lRUb9bZXK,Thu Mar 19 19:52:18 +0000 2020,en,1,Mar 
1.24E+18,0,1,0.35,RT @ebs_the_great: A lot of you would actually benefit from taking a good look introspectively at your issues with women. This is just gros…,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.0625,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.352857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.15,@TheEllenShow Stay safe. Will you do any show in India once Corona shit is over? ❤️,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MLKChefLean: Sharing this because corona https://t.co/ofBDQE58RJ,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @zairfulradzuan: everyone coming out of corona as barista,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.304166667,RT @Simon_Nixon: It’s increasingly hard to avoid the conclusion that Britain’s failure to scale up testing is a result of the government’s…,Thu Mar 19 19:52:18 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,"RT @ARanganathan72: Many mocking him but he hasn't said anything preposterous. No link of Vitamin D with Corona, and his comment must not b…",Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.368181818,RT @NewYorkStateAG: This. Is. Unacceptable.   I will continue to remind my fellow New Yorkers that this kind of bigoted behavior will NOT b…,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,-1,-0.071428571,"I almost bought one yesterday, but to get a single it had to be in a can. And I promoted the improved version of my recommended slogan: “Corona without the virus.” I expect their sales are up. https://t.co/oKcoJAw2uc",Thu Mar 19 19:52:19 +0000 2020,en,1,Mar 
1.24E+18,-1,-1,-0.714285714,RT @nicolebyer: Everyone in this looks sick,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.75,WHAT A FUCKING LIBERTY! https://t.co/fCbYdpznnk,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.5,RT @goodbeanaltalt: holy shit I hate every person in this video,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming https://t.co/tTrScYz6js,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.6,Please stop blaming Millennials for something stupid said by a Z Generation kid. Also don't blame all Z Generation kids for a handful of stupid ones. I grew up with plenty of idiots who would be doing the same thing and I'm an XGen. https://t.co/UD357VMg4B,Thu Mar 19 19:52:19 +0000 2020,en,3,Mar 
1.24E+18,0,0,0,@Ken_Matt3 Might as well call me Corona Key at this point 😂💀,Thu Mar 19 19:52:19 +0000 2020,en,2,Mar 
1.24E+18,0,1,0.6875,RT @Bottom_Prince90: Corona not going to stop me from having fun! Lol Cleveland freaks where y’all at?!? https://t.co/pPuCCUMjWs,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.4,Lowkey @NetflixIndia should start giving free subscriptions to keep people inside.  I'm just saying tho.🙆🏻‍♂️😊 #corona,Thu Mar 19 19:52:19 +0000 2020,en,4,Mar 
1.24E+18,-1,-1,-0.5,RT @goodbeanaltalt: holy shit I hate every person in this video,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,1,0.166666667,RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body https://t.co/gdIpoKQoZB,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,That Indian corona music video is killing me😂,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.282407407,RT @AyoBankole: The hard part is that Nigeria isn’t wired to lock down. Majority workers are in the informal space &amp; poor. The formal secto…,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,0,0,"RT @MollyJongFast: Trump is trying to distract you from his incompetence with his racism, don’t let him.",Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.5,RT @goodbeanaltalt: holy shit I hate every person in this video,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.357142857,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,0,0,RT @PragObots: Trump is racist.,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @TimMurtaugh: POTUS edits the copy for accuracy.,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.333333333,RT @toriarenee_: This is for CORONA you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.25,Will I ever graduate? First strike and now corona? I’m livid https://t.co/uqL6MASRMZ,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.136363636,RT @BrettSVergara: I’m setting JoJo’s Corona PSA song as my new ringtone https://t.co/sWPUmqMjjj,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @AbhishBanerj: Tweet from Jan 14.  Chinese authorities concluded that there is no evidence of human to human transmission of Wuhan Coron…,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.35,"RT @mrbeefy_jr: Yea guys as y'all go day to day wondering when the next Corona case will pop up and where, remember a wise man once said ht…",Thu Mar 19 19:52:19 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @StaticBlck: If corona don’t take me out then boredom will,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.65,no offense but y'all are stupid and weird looking mofos https://t.co/SxEkwhf84f,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,this lot have about 8 brain cells between them https://t.co/U6S2sSPhbH,Thu Mar 19 19:52:20 +0000 2020,en,1,Mar 
1.24E+18,-1,-1,-0.333333333,RT @toriarenee_: This is for CORONA you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,0,0,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.714285714,RT @nicolebyer: Everyone in this looks sick,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.096666667,"Well guess I can't get Animal Crossing anymore. My mom isn't letting me leave the house and is acting like we're being forced to get quarantined. I know corona can affect anyone, but I'm still young and I can admit that my immune system is pretty damn strong.",Thu Mar 19 19:52:20 +0000 2020,en,9,Mar 
1.24E+18,0,1,0.047222222,RT @hey_ciara: Me once I touch down on my first trip post-corona https://t.co/5W0uK2qVXD,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.333333333,RT @toriarenee_: This is for CORONA you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.25,"RT @TimothyNoah1: I just asked a DC cop what he’s noticed since the coronavirus sent people home. “More domestic violence,” he said, withou…",Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.213068182,RT @kinguruka: Who do you think would end corona. New generation army let’s goooooooo!!,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.529166667,RT @cycledtech: Stay safe with these Corona Virus tips!   We strongly urge everyone to take these precautionary methods to ensure their saf…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.4,"If things keep going the way they are I’m gonna need to start calling it the “but trump says it’s not a big deal, let’s go on spring break” virus. I hate this piece of trash. https://t.co/3wvyYfZykE",Thu Mar 19 19:52:20 +0000 2020,en,3,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @jhaushofer: Please RT: A team of researchers is looking for volunteers to translate a survey on Corona (1300 words) into many languages…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.375757576,Putting a new twist on a classic for the greater good. A queen. https://t.co/dAcOj6yCh9,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.0625,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,-1,-1,-0.147916667,"@atensnut Target needs to take out the trash if they want Americans to spend their corona money at Target..or tarjay. She's gross, trashy, foul mouth, sloppy. Total Mess. No matter what happened when she was a child to make her this way she has made herself a target.",Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:20 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @MakedaMorrison: Day 5: We have rediscovered farming,Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,1,0,0,we are with you modiji for fight to corona.,Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,RT @People4Bernie: Despicable behavior https://t.co/vZKXRGhMdJ,Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,0,0,0,@TravelGov Who here has corona? Who knows anyone that has it? Just wondering.,Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,RT @CandiceBenbow: This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials…,Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
1.24E+18,0,1,0.5,"RT @Siya_Dlaminii: 😂😂😂 I love my country, but how did we get here😂? https://t.co/KHshfVTwon",Thu Mar 19 19:52:21 +0000 2020,en,0,Mar 
